"","SERIALNO","PUMA","ST","WGTP","state","residence","family_structure","child1_age","child2_age","child3_age","child4_age","child5_age","parent1_age","parent2_age","disability_parent1","disability_parent2","disability_child1","disability_child2","disability_child3","disability_child4","disability_child5","cs_flag","breastfeeding","nontraditionalwork","immigration","parent1_max_work","maxshiftlength_parent1","maxworkweek_parent1","backtobackshifts_parent1","weekenddaysworked","parent1_first_max","backtobackshifts_parent2","workdaystart","user_trans_type","savings","vehicle1_value","vehicle2_value","vehicle1_owed","vehicle2_owed","debt_payment","privateplan_type","hlth_amt_parent_m","hlth_amt_family_m","hlth_costs_oop_m","userplantype","disability_medical_expenses_mnth","housing_override","housing_override_amt","home_type","fuel_source","energy_cost_override","energy_cost_override_amt","food_override","trans_override","trans_override_parent1_amt","trans_override_parent2_amt","other_override","disability_personal_expenses_m","disability_flag","fosterchild_flag","noncitizen_flag","felony_conviction_flag","parent2_max_work","maxshiftlength_parent2","maxworkweek_parent2","child1_foster_status","child2_foster_status","child3_foster_status","child4_foster_status","child5_foster_status","child1_immigration_status","child2_immigration_status","child3_immigration_status","child4_immigration_status","child5_immigration_status","itin","other_parent_timeoff_for_newborn","mother_timeoff_for_newborn","state_mctr","fli","tdi","baseline","compare_flag","snap_training","fullday_prek","fullday_k","recent_tanf_exit_flag","tanfwork"
"50","2019HU0009285","00102","34",70,"New Jersey","Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town","two-parent",1,-1,-1,-1,-1,35,39,"0","0","0","-9","-9","-9","-9",0,1,1,0,36,7,52,0.8,0,11.25,0.5,"19:35","01",5203,17516,17535,16208,17686,16069,"employer",0,0,496,"employer",0,"1",1100,"house","1",1,280,693,"0","0","0",545,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1,12.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"51","2019HU0009302","02103","34",74,"New Jersey","Camden County (South & West)--Bellmawr & Pine Hill Boroughs","two-parent",3,-1,-1,-1,-1,32,32,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,1,0,-0.5,1,"6:50","01",4901,21721,21740,15583,17062,8558,"employer",0,0,1012,"employer",0,"1",1400,"house","1",1,242,621,"0","0","0",499,0,NA,NA,NA,NA,23,4,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,2.1,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"52","2019HU0009329","00306","34",58,"New Jersey","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs","two-parent",7,11,-1,-1,-1,48,43,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.7,0,0,0.7,"7:30","01",3379,20258,20277,0,0,13904,"employer",0,0,690,"employer",0,"1",270,"house","4",1,313,767,"0","0","0",670,0,NA,NA,NA,NA,50,10,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,10.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"53","2019HU0009395","00305","34",150,"New Jersey","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs","two-parent",16,-1,-1,-1,-1,44,43,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,0.1,0,0,0.1,"9:25","01",5545,29313,29332,0,0,12357,"employer",0,0,558,"employer",0,"1",3600,"house","1",1,307,674,"0","0","0",543,0,NA,NA,NA,NA,50,10,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"54","2019HU0009990","02003","34",24,"New Jersey","Burlington County (South & East)","two-parent",14,17,19,-1,-1,43,44,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0,0,0,0,"6:50","01",3239,19460,19479,0,0,11955,"employer",0,0,955,"employer",0,"1",1000,"house","1",1,480,640,"0","0","0",571,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.6,10.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"55","2019HU0010404","01403","34",107,"New Jersey","Essex County (Northwest)","two-parent",3,5,9,-1,-1,40,40,"0","0","0","0","0","-9","-9",0,1,0,0,40,8,52,0.5,0,0.5,0.8,"8:50","01",6079,26958,26977,0,0,10942,"employer",0,0,780,"employer",0,"1",4000,"house","3",1,433,720,"0","0","0",502,0,NA,NA,NA,NA,24,4,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,10.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"56","2019HU0010652","01001","34",83,"New Jersey","Somerset County (North & West)","two-parent",5,5,-1,-1,-1,50,41,"0","0","0","0","-9","-9","-9",0,1,0,0,50,10,52,0.4,1.25,NA,NA,"8:45","01",5724,19060,19078,0,0,14971,"employer",0,0,773,"employer",0,"1",0,"house","1",1,447,789,"0","0","0",544,0,NA,NA,NA,NA,50,10,12,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.9,2.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"57","2019HU0010910","00102","34",39,"New Jersey","Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town","two-parent",8,9,-1,-1,-1,41,42,"0","0","0","0","-9","-9","-9",0,1,0,0,35,7,52,0.4,0,NA,NA,"8:30","01",4926,24827,24846,0,0,16194,"employer",0,0,813,"employer",0,"1",1800,"house","1",1,270,669,"0","0","0",612,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,10.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"58","2019HU0011121","02101","34",111,"New Jersey","Camden County (North)--Camden & Gloucester Cities","two-parent",6,8,13,14,-1,47,39,"0","0","0","0","0","0","-9",1,1,0,0,40,8,52,0.3,0,6.83,0.3,"12:40","01",2775,20856,20875,0,0,7194,NA,0,0,767,"employer",0,"1",1400,"apartment","1",1,293,653,"0","0","0",618,0,NA,NA,NA,NA,40,8,21,"0","0","0","0","-9","1","1","4","4","-9",NA,0.3,11.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"59","2019HU0011181","00703","34",230,"New Jersey","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns","two-parent",2,5,-1,-1,-1,33,31,"0","0","0","0","-9","-9","-9",1,0,0,1,50,10,52,1,1.25,NA,NA,"9:50","03",5097,20911,0,0,0,10336,"employer",0,0,916,"employer",0,"1",1700,"apartment","1",1,210,630,"0","0","0",565,0,NA,NA,NA,NA,35,7,20,"0","0","-9","-9","-9","1","5","-9","-9","-9",NA,0.4,8.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"60","2019HU0011792","01102","34",62,"New Jersey","Monmouth County (Southwest)--Freehold Borough","two-parent",7,11,13,-1,-1,43,45,"0","0","0","0","0","-9","-9",1,0,0,0,40,8,52,0.8,0,-0.75,0,"7:5","01",5181,26353,26372,0,0,14087,"employer",0,0,894,"employer",0,"1",2700,"house","4",1,407,689,"0","0","0",539,0,NA,NA,NA,NA,40,8,44,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.6,7.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"61","2019HU0012197","01403","34",80,"New Jersey","Essex County (Northwest)","two-parent",13,-1,-1,-1,-1,52,53,"0","0","0","-9","-9","-9","-9",1,1,0,0,50,10,52,-9,1.25,NA,NA,NA,"11",6648,22782,22801,13095,14573,17237,"employer",0,0,575,"employer",0,"1",0,"house","1",1,190,584,"1","0","0",670,0,NA,NA,NA,NA,30,6,24,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,4.4,8.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"62","2019HU0012764","01902","34",59,"New Jersey","Union County (Northwest)--Summit City & Westfield Town (North)","two-parent",2,4,-1,-1,-1,38,38,"0","0","0","0","-9","-9","-9",0,0,0,0,40,8,35,0.3,0,NA,NA,"5:40","01",6398,21267,21286,15149,16627,8856,"employer",0,0,664,"employer",0,"1",2400,"house","1",1,354,676,"0","0","0",566,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.5,10.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"63","2019HU0012871","01700","34",51,"New Jersey","Warren County","two-parent",8,8,12,-1,-1,46,41,"0","0","0","0","0","-9","-9",1,1,0,0,55,11,52,1.2,1.88,NA,NA,"7:50","01",6254,22125,22144,16144,17623,10238,"employer",0,0,652,"employer",0,"1",3900,"house","3",1,410,739,"0","0","0",665,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1,14.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"64","2019HU0012981","02202","34",53,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",1,6,-1,-1,-1,45,39,"0","0","0",NA,"-9","-9","-9",0,1,1,0,40,8,52,0.2,0,9.58,0.9,"17:5","01",3957,18574,18593,16353,17832,12532,"employer",0,0,482,"employer",0,"1",1300,"house","1",1,522,704,"0","0","0",466,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.7,12.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"65","2019HU0013830","00501","34",300,"New Jersey","Passaic County (South)--Passaic & Clifton (Southeast) Cities","two-parent",9,20,22,-1,-1,53,47,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0.3,0,NA,1.5,"6:55","01",6094,21426,21445,14539,16017,13688,"employer",0,0,782,"employer",0,"1",1000,"house","1",1,283,691,"0","0","0",652,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","4","4","-9","-9",NA,2.3,14.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"66","2019HU0013907","01503","34",46,"New Jersey","Morris County (East)--Lincoln Park Borough","two-parent",2,9,-1,-1,-1,27,29,"0","1","0","0","-9","-9","-9",0,1,0,0,30,6,30,0.2,0,NA,NA,"8:35","01",4239,20057,20076,13458,14937,5546,"employer",0,0,829,"employer",829,"1",1900,"apartment","1",1,170,574,"0","0","0",626,1335,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,3.3,12.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"67","2019HU0013918","01202","34",63,"New Jersey","Ocean County (Central)--Beachwood Borough","two-parent",5,7,12,-1,-1,38,42,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0.5,0,2.42,0.1,"9:20","01",4853,19377,19396,0,0,14657,"employer",0,0,640,"employer",0,"1",2200,"house","1",1,408,557,"0","0","0",597,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,11.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"68","2019HU0014027","00502","34",59,"New Jersey","Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest)","two-parent",12,21,-1,-1,-1,49,39,"0","1",NA,"0","-9","-9","-9",1,0,0,0,8,1,50,0.8,0,NA,NA,"6:20","01",4200,25239,25258,0,0,11814,"employer",0,0,820,"employer",820,"1",3600,"house","1",1,202,701,"0","0","0",602,1682,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.2,11.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"69","2019HU0014033","00904","34",159,"New Jersey","Middlesex County (North Central)--Metuchen Borough","two-parent",0,-1,-1,-1,-1,33,32,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,0.5,0,-1.08,0.3,"7:20","01",7254,21687,0,0,0,8265,NA,0,0,1033,"employer",0,"1",1100,"apartment","1",1,60,851,"0","0","0",574,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.3,14.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"70","2019HU0014229","01904","34",88,"New Jersey","Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)","two-parent",16,19,-1,-1,-1,65,46,"0","0","0","0","-9","-9","-9",1,1,0,0,5,1,52,1,0,-2,0,"6:50","01",6477,16046,16065,0,0,12813,"employer",0,0,834,"employer",0,"1",500,"house","1",1,260,667,"0","0","0",655,0,NA,NA,NA,NA,5,1,52,"0","0","-9","-9","-9","3","3","-9","-9","-9",NA,2.1,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"71","2019HU0014342","01202","34",46,"New Jersey","Ocean County (Central)--Beachwood Borough","two-parent",7,9,-1,-1,-1,43,41,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,2.3,0,NA,NA,"11:20","01",1968,25440,25458,14066,15544,13612,"employer",0,0,943,"employer",0,"1",1800,"house","1",1,617,638,"0","0","0",609,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.6,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"72","2019HU0014446","01903","34",78,"New Jersey","Union County (Southwest)--Plainfield City & Westfield Town (South)","two-parent",9,12,-1,-1,-1,45,44,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.7,0,0.92,0.8,"8:10","01",6643,18804,18822,15490,16968,11533,"employer",0,0,481,"employer",0,"1",1600,"house","1",1,225,791,"0","0","0",681,0,NA,NA,NA,NA,45,9,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.8,6.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"73","2019HU0014655","00503","34",154,"New Jersey","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs","two-parent",4,8,12,14,-1,40,37,"0","0","0","0","0","0","-9",1,1,0,0,45,9,52,0.1,0.62,NA,NA,"6:40","01",4718,26609,26628,14116,15594,14028,"employer",0,0,353,"employer",0,"1",2400,"house","1",1,200,560,"0","0","0",299,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","-9","1","1","1","1","-9",NA,0,10.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"74","2019HU0014793","00907","34",54,"New Jersey","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough","two-parent",1,-1,-1,-1,-1,29,32,"0","0","0","-9","-9","-9","-9",1,0,0,0,42,8,38,0.5,0.25,-3.08,0.3,"6:35","01",7488,22976,22995,14098,15576,15937,"employer",0,0,938,"employer",0,"1",1200,"house","1",1,373,707,"0","0","0",621,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,9.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"75","2019HU0014860","00904","34",131,"New Jersey","Middlesex County (North Central)--Metuchen Borough","two-parent",4,10,-1,-1,-1,36,36,"0","0","0","0","-9","-9","-9",1,0,0,1,45,9,52,1,0.62,0.58,0.2,"8:35","04",5091,25998,0,13935,0,12718,"employer",0,0,567,"employer",0,"1",2000,"apartment","1",1,150,524,"0","0","0",719,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","5","5","-9","-9","-9",NA,1.2,12.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"76","2019HU0014931","02600","34",91,"New Jersey","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City","two-parent",16,18,-1,-1,-1,47,49,"0","0","0","0","-9","-9","-9",0,1,0,0,20,4,10,-9,0,NA,0.5,NA,"",3631,20153,20172,12560,14038,5360,NA,0,0,596,"employer",0,"1",1400,"house","3",1,450,721,"0","0","0",663,0,NA,NA,NA,NA,17,3,24,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"77","2019HU0014966","00703","34",54,"New Jersey","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns","two-parent",5,10,16,-1,-1,42,47,"0","0","0","0","0","-9","-9",1,1,0,0,12,2,52,0.2,0,3.75,1,"10:35","10",4840,19787,0,14078,0,6691,NA,0,0,646,"employer",0,"1",1400,"apartment","3",1,190,643,"1","0","0",634,0,NA,NA,NA,NA,40,8,15,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.6,12.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"78","2019HU0015116","00902","34",66,"New Jersey","Middlesex County (Southwest)","two-parent",9,12,-1,-1,-1,42,46,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.3,0,-0.25,0.6,"7:10","01",4402,14472,14490,0,0,11127,"employer",0,0,728,"employer",0,"1",1100,"apartment","1",1,209,631,"0","0","0",716,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.4,10.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"79","2019HU0015708","01402","34",469,"New Jersey","Essex County (South Central)--East Orange City","two-parent",7,12,29,-1,-1,42,49,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0.4,0,1.67,0.5,"8:0","01",4407,24911,24929,14679,16157,6984,"employer",0,0,485,"employer",0,"1",1900,"house","1",1,129,751,"0","0","0",527,0,NA,NA,NA,NA,48,9,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.7,8.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"80","2019HU0015864","02303","34",56,"New Jersey","Mercer County (South)","two-parent",14,17,-1,-1,-1,60,47,"0","0","0","0","-9","-9","-9",0,0,0,0,50,10,52,0.8,1.25,0.92,0.4,"7:35","01",5868,28206,28225,0,0,12788,"employer",0,0,811,"employer",0,"1",3100,"house","1",1,300,628,"0","0","0",641,0,NA,NA,NA,NA,7,1,40,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.5,14.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"81","2019HU0015961","00307","34",166,"New Jersey","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs","two-parent",1,9,-1,-1,-1,44,31,"0","0","0","0","-9","-9","-9",1,1,0,0,35,7,52,1.3,0,NA,NA,"8:20","02",6027,21611,21630,0,0,13177,"employer",0,0,957,"employer",0,"1",2900,"house","1",1,166,748,"0","0","0",534,0,NA,NA,NA,NA,70,14,50,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.2,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"82","2019HU0016108","02104","34",53,"New Jersey","Camden County (East Central)--Haddonfield Borough","two-parent",2,4,-1,-1,-1,47,35,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,-9,0,NA,NA,NA,"11",4711,18436,18455,15114,16592,5966,"employer",0,0,812,"employer",0,"1",2300,"house","1",1,327,723,"1","0","0",697,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.3,15.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"83","2019HU0016149","00901","34",56,"New Jersey","Middlesex County (Southeast)","two-parent",9,12,-1,-1,-1,42,42,"0","0","0","0","-9","-9","-9",0,0,0,0,50,10,52,0.9,1.25,1.25,0.2,"9:15","01",5185,23466,23485,13703,15181,5647,"employer",0,0,734,"employer",0,"1",2700,"house","1",1,380,650,"0","0","0",513,0,NA,NA,NA,NA,35,7,44,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.1,16.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"84","2019HU0016204","01902","34",46,"New Jersey","Union County (Northwest)--Summit City & Westfield Town (North)","two-parent",4,-1,-1,-1,-1,36,36,"0","0","0","-9","-9","-9","-9",1,1,0,0,60,12,52,0.8,2,-2.25,1.5,"6:35","04",4285,24874,24892,0,0,13653,"employer",0,0,1066,"employer",0,"1",2100,"apartment","3",1,150,757,"0","0","0",499,0,NA,NA,NA,NA,35,7,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.3,12.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"85","2019HU0016497","01403","34",77,"New Jersey","Essex County (Northwest)","two-parent",7,-1,-1,-1,-1,38,37,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,1,0,1.75,1.2,"9:20","02",4937,26986,0,14301,0,14270,"employer",0,0,781,"employer",0,"1",4000,"house","1",1,253,681,"0","0","0",781,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.4,12.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"86","2019HU0016537","01204","34",116,"New Jersey","Ocean County (Northwest)","two-parent",2,5,8,9,-1,41,39,"0","0","0","0","0","0","-9",1,1,0,0,44,8,52,0.3,0.5,NA,NA,"6:0","01",6008,21588,21606,13702,15180,8433,"employer",0,0,713,"employer",0,"1",2100,"house","1",1,270,625,"0","0","0",535,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","-9","1","1","1","1","-9",NA,1.3,10.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"87","2019HU0016622","02002","34",33,"New Jersey","Burlington County (West Central)","two-parent",2,4,-1,-1,-1,34,32,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,0.2,1.25,NA,NA,"8:0","01",5523,26177,26196,15203,16681,13806,"employer",0,0,898,"employer",0,"1",1800,"house","1",1,322,753,"0","0","0",706,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.8,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"88","2019HU0016951","01502","34",102,"New Jersey","Morris County (West)","two-parent",7,11,-1,-1,-1,50,46,"0","0","0","0","-9","-9","-9",0,0,0,0,40,8,52,0.2,0,NA,NA,"8:35","01",5864,28713,28732,0,0,9275,"employer",0,0,383,"employer",0,"1",1900,"house","1",1,253,781,"0","0","0",576,0,NA,NA,NA,NA,40,8,42,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.4,12.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"89","2019HU0017064","01404","34",55,"New Jersey","Essex County (Southwest)","two-parent",3,-1,-1,-1,-1,37,35,"0","0","0","-9","-9","-9","-9",1,1,0,0,55,11,50,1,1.88,0,1,"8:20","04",4576,17701,17719,16529,18007,8882,"employer",0,0,337,"employer",0,"1",0,"house","1",1,215,790,"0","0","0",512,0,NA,NA,NA,NA,40,8,12,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.9,12.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"90","2019HU0017126","02600","34",102,"New Jersey","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City","two-parent",16,18,-1,-1,-1,51,49,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.4,0,0.17,0.5,"8:0","01",5871,13820,13838,15668,17146,9558,"employer",0,0,630,"employer",0,"1",2400,"house","1",1,490,638,"0","0","0",703,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.8,11.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"91","2019HU0017221","00302","34",42,"New Jersey","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs","two-parent",1,-1,-1,-1,-1,36,39,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,49,0.2,0,-6.58,0.1,"8:0","01",3922,23473,23492,14804,16282,11988,"employer",0,0,745,"employer",0,"1",2000,"apartment","1",1,130,763,"0","0","0",508,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.5,12.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"92","2019HU0017835","02001","34",56,"New Jersey","Burlington County (North)--Burlington City","two-parent",14,23,-1,-1,-1,54,55,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.7,0,0.33,0.8,"8:15","05",4448,25497,25516,16428,17906,4406,"employer",0,0,1019,"employer",0,"1",0,"house","1",1,365,790,"0","0","0",580,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","4","-9","-9","-9",NA,1.8,9.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"93","2019HU0017923","01403","34",71,"New Jersey","Essex County (Northwest)","two-parent",5,7,-1,-1,-1,39,35,"0","0","0","0","-9","-9","-9",1,1,0,0,55,11,52,-9,1.88,NA,0.5,NA,"11",5050,14653,14672,16479,17958,7064,"employer",0,0,811,"employer",0,"1",3800,"house","1",1,472,659,"1","0","0",631,0,NA,NA,NA,NA,30,6,40,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"94","2019HU0018045","01800","34",82,"New Jersey","Union County (Northeast)--Elizabeth City","two-parent",11,16,-1,-1,-1,48,44,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,0.5,1.25,NA,NA,"6:20","01",4884,20735,20754,0,0,7811,"employer",0,0,1115,"employer",0,"1",2700,"house","1",1,148,682,"0","0","0",580,0,NA,NA,NA,NA,38,7,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.6,16,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"95","2019HU0018513","00800","34",67,"New Jersey","Hunterdon County","two-parent",11,13,-1,-1,-1,48,46,"0","0","0","0","-9","-9","-9",1,1,0,0,32,6,52,0.1,0,0.17,0.4,"7:40","01",6265,22626,22645,0,0,10548,"employer",0,0,797,"employer",0,"1",4500,"house","2",1,690,740,"0","0","0",498,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.1,18.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"96","2019HU0018759","01103","34",68,"New Jersey","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough","two-parent",3,-1,-1,-1,-1,63,37,"0","0","0","-9","-9","-9","-9",1,0,0,0,44,8,52,0.1,0.5,NA,NA,"7:55","01",6656,24762,24781,13894,15372,11583,"employer",0,0,971,"employer",0,"1",2400,"house","1",1,420,736,"0","0","0",712,0,NA,NA,NA,NA,40,8,39,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,11,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"97","2019HU0018859","00601","34",136,"New Jersey","Hudson County (Central)--Jersey City (North)","two-parent",2,-1,-1,-1,-1,31,34,"0","0","0","-9","-9","-9","-9",1,1,0,1,40,8,52,-9,0,NA,0.8,NA,"",3572,0,0,0,0,11768,"employer",0,0,678,"employer",0,"1",3300,"apartment","3",1,180,671,"0","0","0",578,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","5","-9","-9","-9","-9",NA,1.1,13.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"98","2019HU0019114","01103","34",316,"New Jersey","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough","two-parent",14,18,-1,-1,-1,42,44,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.4,0,0.75,0.2,"7:45","01",4958,27518,27537,15461,16940,9426,NA,0,0,883,"employer",0,"1",370,"house","1",1,254,530,"0","0","0",501,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.4,8.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"99","2019HU0019415","02001","34",35,"New Jersey","Burlington County (North)--Burlington City","two-parent",9,-1,-1,-1,-1,38,38,"0","0","0","-9","-9","-9","-9",0,1,0,0,30,6,52,0.2,0,0.67,0.5,"8:0","01",5524,19079,19097,17121,18599,13190,"employer",0,0,604,"employer",0,"1",1800,"house","1",1,253,777,"0","0","0",724,0,NA,NA,NA,NA,30,6,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.4,10,1,NA,NA,"0","0",NA,NA,NA,NA,NA
